shift_key,date_key,store_key,employee_key,shift_type,scheduled_hours,actual_hours,labor_cost,is_overtime
94246,20250912,19,280,Morning,5.0,5.5,214.89,1
94247,20250914,19,280,Morning,8.5,8.3,324.28,0
94248,20250915,19,280,Morning,8.5,9.3,363.35,1
94249,20250916,19,280,Morning,8.5,8.6,336.00,0
94250,20250917,19,280,Morning,8.5,8.0,312.56,0
94251,20250918,19,280,Morning,8.5,8.3,324.28,0
94252,20250919,19,280,Morning,5.0,5.0,195.35,0
94253,20250921,19,280,Morning,8.5,9.5,371.17,1
94254,20250922,19,280,Morning,8.5,9.5,371.17,1
94255,20250925,19,280,Morning,8.5,9.5,371.17,1
94256,20250926,19,280,Morning,5.0,4.4,171.91,0
94257,20250928,19,280,Morning,8.5,8.3,324.28,0
94258,20250929,19,280,Morning,8.5,8.5,332.10,0
94259,20250930,19,280,Morning,8.5,8.0,312.56,0
94260,20251001,19,280,Morning,8.5,8.3,324.28,0
94261,20251005,19,280,Morning,8.5,8.1,316.47,0
94262,20251006,19,280,Morning,8.5,8.5,332.10,0
94263,20251008,19,280,Morning,8.5,8.2,320.37,0
94264,20251009,19,280,Morning,8.5,8.2,320.37,0
94265,20251010,19,280,Morning,5.0,4.8,187.54,0
94266,20251012,19,280,Morning,8.5,9.1,355.54,1
94267,20251013,19,280,Morning,8.5,8.5,332.10,0
94268,20251015,19,280,Morning,8.5,9.3,363.35,1
94269,20251016,19,280,Morning,8.5,8.6,336.00,0
94270,20251019,19,280,Morning,8.5,9.5,371.17,1
94271,20251020,19,280,Morning,8.5,8.7,339.91,0
94272,20251021,19,280,Morning,8.5,9.2,359.44,1
94273,20251022,19,280,Morning,8.5,8.3,324.28,0
94274,20251023,19,280,Morning,8.5,8.8,343.82,1
94275,20251026,19,280,Morning,8.5,8.5,332.10,0
94276,20251027,19,280,Morning,8.5,8.3,324.28,0
94277,20251028,19,280,Morning,8.5,8.9,347.72,1
94278,20251029,19,280,Morning,8.5,8.7,339.91,0
94279,20251030,19,280,Morning,8.5,8.5,332.10,0
94280,20251102,19,280,Morning,8.5,8.4,328.19,0
94281,20251103,19,280,Morning,8.5,8.8,343.82,1
94282,20251104,19,280,Morning,8.5,8.1,316.47,0
94283,20251105,19,280,Morning,8.5,8.0,312.56,0
94284,20251106,19,280,Morning,8.5,8.9,347.72,1
94285,20251109,19,280,Morning,8.5,8.9,347.72,1
94286,20251110,19,280,Morning,8.5,8.6,336.00,0
94287,20251111,19,280,Morning,8.5,8.3,324.28,0
94288,20251112,19,280,Morning,8.5,9.2,359.44,1
94289,20251113,19,280,Morning,8.5,8.3,324.28,0
94290,20251114,19,280,Morning,5.0,5.2,203.16,0
94291,20251116,19,280,Morning,8.5,8.1,316.47,0
94292,20251117,19,280,Morning,8.5,9.5,371.17,1
94293,20251118,19,280,Morning,8.5,8.7,339.91,0
94294,20251119,19,280,Morning,8.5,8.0,312.56,0
94295,20251120,19,280,Morning,8.5,8.7,339.91,0
94296,20251121,19,280,Morning,5.0,5.0,195.35,0
94297,20251123,19,280,Morning,8.5,8.8,343.82,1
94298,20251124,19,280,Morning,8.5,9.4,367.26,1
94299,20251125,19,280,Morning,8.5,9.3,363.35,1
94300,20251126,19,280,Morning,8.5,8.3,324.28,0
94301,20251127,19,280,Morning,8.5,9.4,367.26,1
94302,20251128,19,280,Morning,5.0,5.8,226.61,1
94303,20251130,19,280,Morning,8.5,9.0,351.63,1
94304,20251201,19,280,Morning,8.5,8.3,324.28,0
94305,20251202,19,280,Morning,8.5,8.1,316.47,0
94306,20251203,19,280,Morning,8.5,9.4,367.26,1
94307,20251204,19,280,Morning,8.5,8.9,347.72,1
94308,20251207,19,280,Morning,8.5,8.0,312.56,0
94309,20251208,19,280,Morning,8.5,8.4,328.19,0
94310,20251209,19,280,Morning,8.5,8.0,312.56,0
94311,20251210,19,280,Morning,8.5,8.3,324.28,0
94312,20251211,19,280,Morning,8.5,8.9,347.72,1
94313,20251214,19,280,Morning,8.5,8.5,332.10,0
94314,20251216,19,280,Morning,8.5,8.5,332.10,0
94315,20251217,19,280,Morning,8.5,8.1,316.47,0
94316,20251218,19,280,Morning,8.5,9.1,355.54,1
94317,20251221,19,280,Morning,8.5,9.3,363.35,1
94318,20251222,19,280,Morning,8.5,8.5,332.10,0
94319,20251223,19,280,Morning,8.5,8.0,312.56,0
94320,20251224,19,280,Morning,8.5,8.1,316.47,0
94321,20251225,19,280,Morning,8.5,8.7,339.91,0
94322,20251226,19,280,Morning,5.0,4.7,183.63,0
94323,20251228,19,280,Morning,8.5,8.0,312.56,0
94324,20251229,19,280,Morning,8.5,8.4,328.19,0
94325,20251230,19,280,Morning,8.5,8.7,339.91,0
94326,20251231,19,280,Morning,8.5,8.2,320.37,0
94327,20240101,19,281,Morning,6.0,5.9,275.06,0
94328,20240102,19,281,Morning,6.0,5.5,256.41,0
94329,20240103,19,281,Morning,6.0,5.8,270.40,0
94330,20240104,19,281,Morning,6.0,5.7,265.73,0
94331,20240105,19,281,Morning,5.0,5.6,261.07,1
94332,20240107,19,281,Morning,6.0,5.8,270.40,0
94333,20240108,19,281,Morning,6.0,6.7,312.35,1
94334,20240109,19,281,Morning,6.0,5.5,256.41,0
94335,20240110,19,281,Morning,6.0,6.1,284.38,0
94336,20240111,19,281,Morning,6.0,5.5,256.41,0
94337,20240112,19,281,Morning,5.0,4.6,214.45,0
94338,20240114,19,281,Morning,6.0,5.6,261.07,0
94339,20240115,19,281,Morning,6.0,6.5,303.03,1
94340,20240116,19,281,Morning,6.0,6.1,284.38,0
94341,20240117,19,281,Morning,6.0,5.6,261.07,0
94342,20240118,19,281,Morning,6.0,6.6,307.69,1
94343,20240121,19,281,Morning,6.0,5.7,265.73,0
94344,20240122,19,281,Morning,6.0,6.6,307.69,1
94345,20240123,19,281,Morning,6.0,5.5,256.41,0
94346,20240124,19,281,Morning,6.0,6.7,312.35,1
94347,20240125,19,281,Morning,6.0,6.8,317.02,1
94348,20240128,19,281,Morning,6.0,6.9,321.68,1
94349,20240129,19,281,Morning,6.0,6.5,303.03,1
94350,20240130,19,281,Morning,6.0,7.0,326.34,1
94351,20240131,19,281,Morning,6.0,6.2,289.04,0
94352,20240201,19,281,Morning,6.0,6.2,289.04,0
94353,20240204,19,281,Morning,6.0,5.7,265.73,0
94354,20240205,19,281,Morning,6.0,5.7,265.73,0
94355,20240206,19,281,Morning,6.0,5.4,251.75,0
94356,20240207,19,281,Morning,6.0,5.4,251.75,0
94357,20240208,19,281,Morning,6.0,6.5,303.03,1
94358,20240211,19,281,Morning,6.0,6.7,312.35,1
94359,20240212,19,281,Morning,6.0,6.7,312.35,1
94360,20240213,19,281,Morning,6.0,6.7,312.35,1
94361,20240214,19,281,Morning,6.0,6.3,293.71,1
94362,20240215,19,281,Morning,6.0,5.9,275.06,0
94363,20240216,19,281,Morning,5.0,4.7,219.11,0
94364,20240218,19,281,Morning,6.0,6.6,307.69,1
94365,20240219,19,281,Morning,6.0,5.7,265.73,0
94366,20240220,19,281,Morning,6.0,7.0,326.34,1
94367,20240221,19,281,Morning,6.0,6.7,312.35,1
94368,20240222,19,281,Morning,6.0,6.3,293.71,1
94369,20240225,19,281,Morning,6.0,6.7,312.35,1
94370,20240226,19,281,Morning,6.0,5.7,265.73,0
94371,20240227,19,281,Morning,6.0,6.4,298.37,1
94372,20240228,19,281,Morning,6.0,6.7,312.35,1
94373,20240229,19,281,Morning,6.0,5.5,256.41,0
94374,20240301,19,281,Morning,5.0,4.8,223.78,0
94375,20240303,19,281,Morning,6.0,5.8,270.40,0
94376,20240304,19,281,Morning,6.0,6.0,279.72,0
94377,20240305,19,281,Morning,6.0,6.7,312.35,1
94378,20240306,19,281,Morning,6.0,5.5,256.41,0
94379,20240307,19,281,Morning,6.0,5.9,275.06,0
94380,20240308,19,281,Morning,5.0,4.8,223.78,0
94381,20240310,19,281,Morning,6.0,6.0,279.72,0
94382,20240311,19,281,Morning,6.0,6.9,321.68,1
94383,20240312,19,281,Morning,6.0,6.7,312.35,1
94384,20240313,19,281,Morning,6.0,5.5,256.41,0
94385,20240314,19,281,Morning,6.0,5.9,275.06,0
94386,20240317,19,281,Morning,6.0,6.2,289.04,0
94387,20240318,19,281,Morning,6.0,6.9,321.68,1
94388,20240319,19,281,Morning,6.0,5.5,256.41,0
94389,20240320,19,281,Morning,6.0,6.7,312.35,1
94390,20240321,19,281,Morning,6.0,5.6,261.07,0
94391,20240322,19,281,Morning,5.0,5.1,237.76,0
94392,20240325,19,281,Morning,6.0,6.0,279.72,0
94393,20240326,19,281,Morning,6.0,5.8,270.40,0
94394,20240327,19,281,Morning,6.0,6.2,289.04,0
94395,20240328,19,281,Morning,6.0,5.9,275.06,0
94396,20240329,19,281,Morning,5.0,4.7,219.11,0
94397,20240331,19,281,Morning,6.0,7.0,326.34,1
94398,20240401,19,281,Morning,6.0,6.3,293.71,1
94399,20240402,19,281,Morning,6.0,6.6,307.69,1
94400,20240403,19,281,Morning,6.0,6.4,298.37,1
94401,20240404,19,281,Morning,6.0,5.8,270.40,0
94402,20240405,19,281,Morning,5.0,5.1,237.76,0
94403,20240407,19,281,Morning,6.0,6.5,303.03,1
94404,20240408,19,281,Morning,6.0,6.5,303.03,1
94405,20240409,19,281,Morning,6.0,5.8,270.40,0
94406,20240410,19,281,Morning,6.0,6.7,312.35,1
94407,20240411,19,281,Morning,6.0,6.6,307.69,1
94408,20240412,19,281,Morning,5.0,4.9,228.44,0
94409,20240414,19,281,Morning,6.0,6.9,321.68,1
94410,20240415,19,281,Morning,6.0,6.4,298.37,1
94411,20240416,19,281,Morning,6.0,6.3,293.71,1
94412,20240417,19,281,Morning,6.0,5.9,275.06,0
94413,20240418,19,281,Morning,6.0,6.0,279.72,0
94414,20240419,19,281,Morning,5.0,4.6,214.45,0
94415,20240421,19,281,Morning,6.0,6.7,312.35,1
94416,20240422,19,281,Morning,6.0,7.0,326.34,1
94417,20240424,19,281,Morning,6.0,5.7,265.73,0
94418,20240425,19,281,Morning,6.0,5.9,275.06,0
94419,20240426,19,281,Morning,5.0,6.0,279.72,1
94420,20240428,19,281,Morning,6.0,6.2,289.04,0
94421,20240430,19,281,Morning,6.0,6.7,312.35,1
94422,20240501,19,281,Morning,6.0,5.4,251.75,0
94423,20240502,19,281,Morning,6.0,5.5,256.41,0
94424,20240503,19,281,Morning,5.0,4.9,228.44,0
94425,20240505,19,281,Morning,6.0,5.9,275.06,0
94426,20240506,19,281,Morning,6.0,6.9,321.68,1
94427,20240507,19,281,Morning,6.0,6.1,284.38,0
94428,20240508,19,281,Morning,6.0,6.8,317.02,1
94429,20240509,19,281,Morning,6.0,5.9,275.06,0
94430,20240510,19,281,Morning,5.0,5.2,242.42,0
94431,20240512,19,281,Morning,6.0,6.9,321.68,1
94432,20240513,19,281,Morning,6.0,6.7,312.35,1
94433,20240515,19,281,Morning,6.0,6.4,298.37,1
94434,20240516,19,281,Morning,6.0,5.8,270.40,0
94435,20240519,19,281,Morning,6.0,6.5,303.03,1
94436,20240520,19,281,Morning,6.0,5.6,261.07,0
94437,20240521,19,281,Morning,6.0,5.8,270.40,0
94438,20240522,19,281,Morning,6.0,5.8,270.40,0
94439,20240523,19,281,Morning,6.0,6.4,298.37,1
94440,20240526,19,281,Morning,6.0,6.8,317.02,1
94441,20240527,19,281,Morning,6.0,6.2,289.04,0
94442,20240528,19,281,Morning,6.0,6.0,279.72,0
94443,20240529,19,281,Morning,6.0,6.7,312.35,1
94444,20240530,19,281,Morning,6.0,6.3,293.71,1
94445,20240531,19,281,Morning,5.0,4.9,228.44,0
94446,20240602,19,281,Morning,6.0,5.8,270.40,0
94447,20240603,19,281,Morning,6.0,5.9,275.06,0
94448,20240604,19,281,Morning,6.0,6.9,321.68,1
94449,20240605,19,281,Morning,6.0,6.7,312.35,1
94450,20240606,19,281,Morning,6.0,6.0,279.72,0
94451,20240607,19,281,Morning,5.0,5.8,270.40,1
94452,20240609,19,281,Morning,6.0,6.4,298.37,1
94453,20240610,19,281,Morning,6.0,6.3,293.71,1
94454,20240611,19,281,Morning,6.0,6.5,303.03,1
94455,20240613,19,281,Morning,6.0,6.3,293.71,1
94456,20240616,19,281,Morning,6.0,6.8,317.02,1
94457,20240617,19,281,Morning,6.0,6.4,298.37,1
94458,20240618,19,281,Morning,6.0,6.3,293.71,1
94459,20240619,19,281,Morning,6.0,5.7,265.73,0
94460,20240620,19,281,Morning,6.0,6.0,279.72,0
94461,20240621,19,281,Morning,5.0,4.9,228.44,0
94462,20240623,19,281,Morning,6.0,6.3,293.71,1
94463,20240624,19,281,Morning,6.0,5.6,261.07,0
94464,20240625,19,281,Morning,6.0,6.3,293.71,1
94465,20240626,19,281,Morning,6.0,6.9,321.68,1
94466,20240627,19,281,Morning,6.0,6.3,293.71,1
94467,20240628,19,281,Morning,5.0,5.7,265.73,1
94468,20240630,19,281,Morning,6.0,5.4,251.75,0
94469,20240701,19,281,Morning,6.0,6.7,312.35,1
94470,20240702,19,281,Morning,6.0,5.8,270.40,0
94471,20240703,19,281,Morning,6.0,6.2,289.04,0
94472,20240704,19,281,Morning,6.0,5.9,275.06,0
94473,20240707,19,281,Morning,6.0,6.2,289.04,0
94474,20240708,19,281,Morning,6.0,6.0,279.72,0
94475,20240709,19,281,Morning,6.0,6.2,289.04,0
94476,20240710,19,281,Morning,6.0,5.5,256.41,0
94477,20240711,19,281,Morning,6.0,5.6,261.07,0
94478,20240714,19,281,Morning,6.0,6.0,279.72,0
94479,20240715,19,281,Morning,6.0,5.9,275.06,0
94480,20240716,19,281,Morning,6.0,6.1,284.38,0
94481,20240717,19,281,Morning,6.0,5.9,275.06,0
94482,20240718,19,281,Morning,6.0,7.0,326.34,1
94483,20240721,19,281,Morning,6.0,6.9,321.68,1
94484,20240722,19,281,Morning,6.0,6.0,279.72,0
94485,20240723,19,281,Morning,6.0,6.0,279.72,0
94486,20240724,19,281,Morning,6.0,6.5,303.03,1
94487,20240725,19,281,Morning,6.0,5.6,261.07,0
94488,20240726,19,281,Morning,5.0,4.7,219.11,0
94489,20240728,19,281,Morning,6.0,5.9,275.06,0
94490,20240729,19,281,Morning,6.0,5.9,275.06,0
94491,20240730,19,281,Morning,6.0,6.5,303.03,1
94492,20240731,19,281,Morning,6.0,5.5,256.41,0
94493,20240801,19,281,Morning,6.0,6.2,289.04,0
94494,20240802,19,281,Morning,5.0,5.5,256.41,1
94495,20240804,19,281,Morning,6.0,5.6,261.07,0
94496,20240805,19,281,Morning,6.0,5.8,270.40,0
94497,20240806,19,281,Morning,6.0,7.0,326.34,1
94498,20240807,19,281,Morning,6.0,6.8,317.02,1
94499,20240808,19,281,Morning,6.0,6.2,289.04,0
94500,20240811,19,281,Morning,6.0,5.6,261.07,0
94501,20240812,19,281,Morning,6.0,6.2,289.04,0
94502,20240813,19,281,Morning,6.0,6.2,289.04,0
94503,20240814,19,281,Morning,6.0,6.6,307.69,1
94504,20240815,19,281,Morning,6.0,6.2,289.04,0
94505,20240818,19,281,Morning,6.0,6.9,321.68,1
94506,20240819,19,281,Morning,6.0,6.5,303.03,1
94507,20240820,19,281,Morning,6.0,6.1,284.38,0
94508,20240821,19,281,Morning,6.0,5.6,261.07,0
94509,20240822,19,281,Morning,6.0,6.5,303.03,1
94510,20240825,19,281,Morning,6.0,6.1,284.38,0
94511,20240826,19,281,Morning,6.0,6.5,303.03,1
94512,20240827,19,281,Morning,6.0,6.7,312.35,1
94513,20240828,19,281,Morning,6.0,5.8,270.40,0
94514,20240829,19,281,Morning,6.0,6.1,284.38,0
94515,20240901,19,281,Morning,6.0,6.1,284.38,0
94516,20240902,19,281,Morning,6.0,5.8,270.40,0
94517,20240903,19,281,Morning,6.0,5.6,261.07,0
94518,20240904,19,281,Morning,6.0,6.2,289.04,0
94519,20240905,19,281,Morning,6.0,6.3,293.71,1
94520,20240906,19,281,Morning,5.0,4.7,219.11,0
94521,20240908,19,281,Morning,6.0,6.0,279.72,0
94522,20240909,19,281,Morning,6.0,6.2,289.04,0
94523,20240910,19,281,Morning,6.0,6.6,307.69,1
94524,20240911,19,281,Morning,6.0,6.1,284.38,0
94525,20240912,19,281,Morning,6.0,6.5,303.03,1
94526,20240915,19,281,Morning,6.0,6.3,293.71,1
94527,20240916,19,281,Morning,6.0,6.8,317.02,1
94528,20240917,19,281,Morning,6.0,6.1,284.38,0
94529,20240918,19,281,Morning,6.0,5.5,256.41,0
94530,20240919,19,281,Morning,6.0,6.7,312.35,1
94531,20240920,19,281,Morning,5.0,5.1,237.76,0
94532,20240922,19,281,Morning,6.0,6.8,317.02,1
94533,20240923,19,281,Morning,6.0,6.5,303.03,1
94534,20240924,19,281,Morning,6.0,6.1,284.38,0
94535,20240925,19,281,Morning,6.0,6.8,317.02,1
94536,20240926,19,281,Morning,6.0,6.0,279.72,0
94537,20240929,19,281,Morning,6.0,5.6,261.07,0
94538,20240930,19,281,Morning,6.0,5.8,270.40,0
94539,20241001,19,281,Morning,6.0,6.0,279.72,0
94540,20241002,19,281,Morning,6.0,6.6,307.69,1
94541,20241006,19,281,Morning,6.0,5.6,261.07,0
94542,20241007,19,281,Morning,6.0,6.6,307.69,1
94543,20241008,19,281,Morning,6.0,6.3,293.71,1
94544,20241009,19,281,Morning,6.0,6.7,312.35,1
94545,20241010,19,281,Morning,6.0,5.7,265.73,0
94546,20241011,19,281,Morning,5.0,4.5,209.79,0
94547,20241013,19,281,Morning,6.0,5.6,261.07,0
94548,20241014,19,281,Morning,6.0,6.9,321.68,1
94549,20241015,19,281,Morning,6.0,5.6,261.07,0
94550,20241016,19,281,Morning,6.0,5.8,270.40,0
94551,20241018,19,281,Morning,5.0,4.9,228.44,0
94552,20241020,19,281,Morning,6.0,6.0,279.72,0
94553,20241021,19,281,Morning,6.0,6.0,279.72,0
94554,20241022,19,281,Morning,6.0,5.4,251.75,0
94555,20241023,19,281,Morning,6.0,7.0,326.34,1
94556,20241027,19,281,Morning,6.0,6.4,298.37,1
94557,20241028,19,281,Morning,6.0,5.7,265.73,0
94558,20241029,19,281,Morning,6.0,5.7,265.73,0
94559,20241030,19,281,Morning,6.0,6.2,289.04,0
94560,20241031,19,281,Morning,6.0,5.6,261.07,0
94561,20241101,19,281,Morning,5.0,4.5,209.79,0
94562,20241103,19,281,Morning,6.0,5.5,256.41,0
94563,20241104,19,281,Morning,6.0,6.4,298.37,1
94564,20241105,19,281,Morning,6.0,5.7,265.73,0
94565,20241106,19,281,Morning,6.0,6.7,312.35,1
94566,20241107,19,281,Morning,6.0,5.6,261.07,0
94567,20241110,19,281,Morning,6.0,6.5,303.03,1
94568,20241111,19,281,Morning,6.0,6.6,307.69,1
94569,20241112,19,281,Morning,6.0,6.8,317.02,1
94570,20241113,19,281,Morning,6.0,6.5,303.03,1
94571,20241114,19,281,Morning,6.0,5.8,270.40,0
94572,20241115,19,281,Morning,5.0,5.8,270.40,1
94573,20241117,19,281,Morning,6.0,5.7,265.73,0
94574,20241118,19,281,Morning,6.0,6.3,293.71,1
94575,20241119,19,281,Morning,6.0,5.8,270.40,0
94576,20241120,19,281,Morning,6.0,7.0,326.34,1
94577,20241121,19,281,Morning,6.0,5.7,265.73,0
94578,20241124,19,281,Morning,6.0,6.3,293.71,1
94579,20241125,19,281,Morning,6.0,6.4,298.37,1
94580,20241126,19,281,Morning,6.0,5.7,265.73,0
94581,20241127,19,281,Morning,6.0,6.7,312.35,1
94582,20241128,19,281,Morning,6.0,6.8,317.02,1
94583,20241201,19,281,Morning,6.0,5.8,270.40,0
94584,20241202,19,281,Morning,6.0,6.4,298.37,1
94585,20241203,19,281,Morning,6.0,6.8,317.02,1
94586,20241204,19,281,Morning,6.0,5.8,270.40,0
94587,20241205,19,281,Morning,6.0,6.3,293.71,1
94588,20241206,19,281,Morning,5.0,5.0,233.10,0
94589,20241208,19,281,Morning,6.0,6.1,284.38,0
94590,20241209,19,281,Morning,6.0,6.9,321.68,1
94591,20241210,19,281,Morning,6.0,6.0,279.72,0
94592,20241211,19,281,Morning,6.0,5.9,275.06,0
94593,20241212,19,281,Morning,6.0,5.7,265.73,0
94594,20241213,19,281,Morning,5.0,5.4,251.75,1
94595,20241215,19,281,Morning,6.0,6.5,303.03,1
94596,20241216,19,281,Morning,6.0,5.5,256.41,0
94597,20241217,19,281,Morning,6.0,6.7,312.35,1
94598,20241218,19,281,Morning,6.0,6.4,298.37,1
94599,20241219,19,281,Morning,6.0,7.0,326.34,1
94600,20241220,19,281,Morning,5.0,5.5,256.41,1
94601,20241222,19,281,Morning,6.0,6.0,279.72,0
94602,20241223,19,281,Morning,6.0,6.7,312.35,1
94603,20241224,19,281,Morning,6.0,6.3,293.71,1
94604,20241225,19,281,Morning,6.0,6.4,298.37,1
94605,20241227,19,281,Morning,5.0,5.8,270.40,1
94606,20241229,19,281,Morning,6.0,5.9,275.06,0
94607,20241230,19,281,Morning,6.0,6.1,284.38,0
94608,20241231,19,281,Morning,6.0,6.4,298.37,1
94609,20250101,19,281,Morning,6.0,6.1,284.38,0
94610,20250102,19,281,Morning,6.0,6.2,289.04,0
94611,20250103,19,281,Morning,5.0,5.4,251.75,1
94612,20250105,19,281,Morning,6.0,5.9,275.06,0
94613,20250106,19,281,Morning,6.0,5.9,275.06,0
94614,20250107,19,281,Morning,6.0,6.3,293.71,1
94615,20250108,19,281,Morning,6.0,6.6,307.69,1
94616,20250109,19,281,Morning,6.0,7.0,326.34,1
94617,20250112,19,281,Morning,6.0,6.0,279.72,0
94618,20250113,19,281,Morning,6.0,5.7,265.73,0
94619,20250114,19,281,Morning,6.0,7.0,326.34,1
94620,20250115,19,281,Morning,6.0,6.9,321.68,1
94621,20250116,19,281,Morning,6.0,6.3,293.71,1
94622,20250117,19,281,Morning,5.0,4.7,219.11,0
94623,20250119,19,281,Morning,6.0,5.9,275.06,0
94624,20250120,19,281,Morning,6.0,6.3,293.71,1
94625,20250121,19,281,Morning,6.0,6.2,289.04,0
94626,20250122,19,281,Morning,6.0,7.0,326.34,1
94627,20250123,19,281,Morning,6.0,6.1,284.38,0
94628,20250126,19,281,Morning,6.0,7.0,326.34,1
94629,20250127,19,281,Morning,6.0,6.2,289.04,0
94630,20250128,19,281,Morning,6.0,6.4,298.37,1
94631,20250129,19,281,Morning,6.0,6.3,293.71,1
94632,20250130,19,281,Morning,6.0,6.8,317.02,1
94633,20250131,19,281,Morning,5.0,5.0,233.10,0
94634,20250202,19,281,Morning,6.0,6.7,312.35,1
94635,20250203,19,281,Morning,6.0,5.8,270.40,0
94636,20250204,19,281,Morning,6.0,6.9,321.68,1
94637,20250205,19,281,Morning,6.0,6.3,293.71,1
94638,20250206,19,281,Morning,6.0,6.1,284.38,0
94639,20250209,19,281,Morning,6.0,6.9,321.68,1
94640,20250210,19,281,Morning,6.0,6.5,303.03,1
94641,20250211,19,281,Morning,6.0,5.8,270.40,0
94642,20250212,19,281,Morning,6.0,6.1,284.38,0
94643,20250213,19,281,Morning,6.0,6.7,312.35,1
94644,20250216,19,281,Morning,6.0,6.1,284.38,0
94645,20250217,19,281,Morning,6.0,5.4,251.75,0
94646,20250218,19,281,Morning,6.0,6.2,289.04,0
94647,20250219,19,281,Morning,6.0,6.1,284.38,0
94648,20250220,19,281,Morning,6.0,5.8,270.40,0
94649,20250221,19,281,Morning,5.0,4.7,219.11,0
94650,20250223,19,281,Morning,6.0,7.0,326.34,1
94651,20250224,19,281,Morning,6.0,6.8,317.02,1
94652,20250225,19,281,Morning,6.0,6.3,293.71,1
94653,20250226,19,281,Morning,6.0,6.7,312.35,1
94654,20250227,19,281,Morning,6.0,5.7,265.73,0
94655,20250302,19,281,Morning,6.0,6.0,279.72,0
94656,20250303,19,281,Morning,6.0,5.7,265.73,0
94657,20250304,19,281,Morning,6.0,5.8,270.40,0
94658,20250305,19,281,Morning,6.0,5.6,261.07,0
94659,20250306,19,281,Morning,6.0,6.7,312.35,1
94660,20250309,19,281,Morning,6.0,6.3,293.71,1
94661,20250310,19,281,Morning,6.0,6.3,293.71,1
94662,20250311,19,281,Morning,6.0,6.1,284.38,0
94663,20250312,19,281,Morning,6.0,5.5,256.41,0
94664,20250313,19,281,Morning,6.0,6.2,289.04,0
94665,20250316,19,281,Morning,6.0,6.9,321.68,1
94666,20250317,19,281,Morning,6.0,5.8,270.40,0
94667,20250318,19,281,Morning,6.0,5.6,261.07,0
94668,20250319,19,281,Morning,6.0,5.8,270.40,0
94669,20250320,19,281,Morning,6.0,6.5,303.03,1
94670,20250323,19,281,Morning,6.0,5.8,270.40,0
94671,20250324,19,281,Morning,6.0,5.5,256.41,0
94672,20250325,19,281,Morning,6.0,6.4,298.37,1
94673,20250326,19,281,Morning,6.0,6.3,293.71,1
94674,20250327,19,281,Morning,6.0,6.5,303.03,1
94675,20250328,19,281,Morning,5.0,5.3,247.09,1
94676,20250330,19,281,Morning,6.0,7.0,326.34,1
94677,20250331,19,281,Morning,6.0,6.7,312.35,1
94678,20250401,19,281,Morning,6.0,5.6,261.07,0
94679,20250402,19,281,Morning,6.0,6.3,293.71,1
94680,20250403,19,281,Morning,6.0,6.7,312.35,1
94681,20250406,19,281,Morning,6.0,6.7,312.35,1
94682,20250407,19,281,Morning,6.0,6.2,289.04,0
94683,20250408,19,281,Morning,6.0,6.9,321.68,1
94684,20250409,19,281,Morning,6.0,5.9,275.06,0
94685,20250410,19,281,Morning,6.0,6.2,289.04,0
94686,20250411,19,281,Morning,5.0,4.6,214.45,0
94687,20250414,19,281,Morning,6.0,6.6,307.69,1
94688,20250415,19,281,Morning,6.0,5.7,265.73,0
94689,20250416,19,281,Morning,6.0,5.6,261.07,0
94690,20250417,19,281,Morning,6.0,6.2,289.04,0
94691,20250420,19,281,Morning,6.0,6.1,284.38,0
94692,20250421,19,281,Morning,6.0,6.7,312.35,1
94693,20250422,19,281,Morning,6.0,6.2,289.04,0
94694,20250423,19,281,Morning,6.0,5.6,261.07,0
94695,20250424,19,281,Morning,6.0,5.5,256.41,0
94696,20250425,19,281,Morning,5.0,5.2,242.42,0
94697,20250427,19,281,Morning,6.0,5.6,261.07,0
94698,20250428,19,281,Morning,6.0,6.9,321.68,1
94699,20250429,19,281,Morning,6.0,6.5,303.03,1
94700,20250430,19,281,Morning,6.0,5.6,261.07,0
94701,20250504,19,281,Morning,6.0,6.8,317.02,1
94702,20250505,19,281,Morning,6.0,6.7,312.35,1
94703,20250506,19,281,Morning,6.0,6.5,303.03,1
94704,20250507,19,281,Morning,6.0,6.0,279.72,0
94705,20250508,19,281,Morning,6.0,6.5,303.03,1
94706,20250509,19,281,Morning,5.0,5.7,265.73,1
94707,20250511,19,281,Morning,6.0,6.0,279.72,0
94708,20250512,19,281,Morning,6.0,5.6,261.07,0
94709,20250513,19,281,Morning,6.0,5.7,265.73,0
94710,20250514,19,281,Morning,6.0,5.7,265.73,0
94711,20250515,19,281,Morning,6.0,6.3,293.71,1
94712,20250518,19,281,Morning,6.0,6.2,289.04,0
94713,20250519,19,281,Morning,6.0,6.8,317.02,1
94714,20250520,19,281,Morning,6.0,6.2,289.04,0
94715,20250521,19,281,Morning,6.0,6.6,307.69,1
94716,20250522,19,281,Morning,6.0,6.5,303.03,1
94717,20250525,19,281,Morning,6.0,5.5,256.41,0
94718,20250526,19,281,Morning,6.0,6.9,321.68,1
94719,20250527,19,281,Morning,6.0,6.1,284.38,0
94720,20250528,19,281,Morning,6.0,5.8,270.40,0
94721,20250529,19,281,Morning,6.0,6.1,284.38,0
94722,20250530,19,281,Morning,5.0,5.6,261.07,1
94723,20250601,19,281,Morning,6.0,6.9,321.68,1
94724,20250603,19,281,Morning,6.0,6.6,307.69,1
94725,20250604,19,281,Morning,6.0,6.0,279.72,0
94726,20250605,19,281,Morning,6.0,5.8,270.40,0
