sales_date,date_key,store_key,store_name,city,district,store_type,units_sold,gross_revenue,discount_amount,net_revenue,total_cost,gross_margin,margin_pct,num_transactions,distinct_products,avg_basket_value
2025-07-30,20250730,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,911,13168.20,815.22,12352.98,8484.70,3868.28,31.31,230,23,53.71
2025-07-30,20250730,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1252,15713.60,849.40,14864.20,10218.17,4646.03,31.26,379,28,39.22
2025-07-30,20250730,24,SuperChampion Afula,Afula,Northern,Supermarket,960,11863.40,522.81,11340.59,7955.26,3385.33,29.85,267,23,42.47
2025-07-31,20250731,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,533,7357.70,458.66,6899.04,4831.58,2067.46,29.97,154,31,44.80
2025-07-31,20250731,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1031,11631.20,792.44,10838.76,7802.42,3036.34,28.01,301,23,36.01
2025-07-31,20250731,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2589,29904.00,1816.35,28087.65,19741.52,8346.13,29.71,663,27,42.36
2025-07-31,20250731,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1156,16850.00,1016.14,15833.86,11243.53,4590.33,28.99,329,29,48.13
2025-07-31,20250731,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1204,18637.80,1396.58,17241.22,12286.31,4954.91,28.74,364,34,47.37
2025-07-31,20250731,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,594,6502.60,317.15,6185.45,4248.50,1936.95,31.31,175,17,35.35
2025-07-31,20250731,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2439,35999.50,2445.16,33554.34,23201.46,10352.88,30.85,647,26,51.86
2025-07-31,20250731,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1235,16012.90,1034.50,14978.40,10788.39,4190.01,27.97,391,29,38.31
2025-07-31,20250731,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1053,12675.10,891.40,11783.70,8639.02,3144.68,26.69,314,27,37.53
2025-07-31,20250731,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2576,33553.90,1915.74,31638.16,22730.38,8907.78,28.16,661,26,47.86
2025-07-31,20250731,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,883,12480.40,789.33,11691.07,8493.56,3197.51,27.35,215,20,54.38
2025-07-31,20250731,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,998,13929.50,573.48,13356.02,9316.94,4039.08,30.24,331,24,40.35
2025-07-31,20250731,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,881,10806.90,638.80,10168.10,7206.35,2961.75,29.13,279,26,36.44
2025-07-31,20250731,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,942,10936.80,677.38,10259.42,6964.29,3295.13,32.12,304,23,33.75
2025-07-31,20250731,15,SuperChampion Raanana,Raanana,Central,Supermarket,992,13125.80,869.51,12256.29,8522.18,3734.11,30.47,299,27,40.99
2025-07-31,20250731,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2383,28707.90,1635.48,27072.42,19049.28,8023.14,29.64,707,25,38.29
2025-07-31,20250731,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2723,37930.60,2486.25,35444.35,25018.54,10425.81,29.41,847,30,41.85
2025-07-31,20250731,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,786,11604.00,570.79,11033.21,7703.61,3329.60,30.18,201,24,54.89
2025-07-31,20250731,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,3025,38993.90,2514.91,36478.99,25784.53,10694.46,29.32,969,28,37.65
2025-07-31,20250731,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2072,25088.00,1691.14,23396.86,16979.12,6417.74,27.43,515,23,45.43
2025-07-31,20250731,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1012,13926.80,560.77,13366.03,9025.83,4340.20,32.47,308,25,43.40
2025-07-31,20250731,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1120,14893.60,966.89,13926.71,10032.90,3893.81,27.96,324,28,42.98
2025-07-31,20250731,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1152,16412.60,1013.74,15398.86,10851.33,4547.53,29.53,322,30,47.82
2025-07-31,20250731,24,SuperChampion Afula,Afula,Northern,Supermarket,1065,15301.80,947.14,14354.66,10154.42,4200.24,29.26,289,27,49.67
2025-08-01,20250801,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,798,12921.40,657.84,12263.56,8646.29,3617.27,29.50,263,29,46.63
2025-08-01,20250801,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1750,23933.00,1587.98,22345.02,15490.54,6854.48,30.68,520,26,42.97
2025-08-01,20250801,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,3316,32699.40,1725.02,30974.38,21446.53,9527.85,30.76,838,17,36.96
2025-08-01,20250801,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1813,24728.20,1759.03,22969.17,16529.01,6440.16,28.04,506,26,45.39
2025-08-01,20250801,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1476,18336.80,1104.72,17232.08,12183.59,5048.49,29.30,435,22,39.61
2025-08-01,20250801,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1833,20529.30,1276.86,19252.44,13806.32,5446.12,28.29,530,25,36.33
2025-08-01,20250801,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2924,37690.10,2542.54,35147.56,24077.15,11070.41,31.50,819,19,42.92
2025-08-01,20250801,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1817,29479.30,1586.74,27892.56,19047.10,8845.46,31.71,514,24,54.27
2025-08-01,20250801,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1930,28958.80,1475.80,27483.00,19172.34,8310.66,30.24,560,29,49.08
2025-08-01,20250801,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,4224,50065.90,3513.08,46552.82,34520.01,12032.81,25.85,1197,24,38.89
2025-08-01,20250801,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1645,26338.90,1365.51,24973.39,17478.38,7495.01,30.01,466,26,53.59
2025-08-01,20250801,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1788,22158.40,1090.43,21067.97,14715.87,6352.10,30.15,543,24,38.80
2025-08-01,20250801,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1748,23226.20,1243.19,21983.01,15278.15,6704.86,30.50,430,26,51.12
2025-08-01,20250801,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1653,21479.90,926.91,20552.99,14454.07,6098.92,29.67,468,27,43.92
2025-08-01,20250801,15,SuperChampion Raanana,Raanana,Central,Supermarket,1764,23438.70,1784.90,21653.80,15577.97,6075.83,28.06,490,25,44.19
2025-08-01,20250801,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,6340,71002.70,5366.70,65636.00,46640.51,18995.49,28.94,1685,39,38.95
2025-08-01,20250801,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,4218,53347.40,2518.43,50828.97,35070.78,15758.19,31.00,1235,29,41.16
2025-08-01,20250801,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1860,23230.20,1243.90,21986.30,15603.80,6382.50,29.03,506,26,43.45
2025-08-01,20250801,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,4090,54428.10,3418.68,51009.42,35716.53,15292.89,29.98,1246,30,40.94
2025-08-01,20250801,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,5257,74804.90,4030.28,70774.62,49366.89,21407.73,30.25,1453,32,48.71
2025-08-01,20250801,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1601,22624.60,1524.70,21099.90,14894.67,6205.23,29.41,474,25,44.51
2025-08-01,20250801,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,2108,23480.50,1372.74,22107.76,15993.34,6114.42,27.66,514,25,43.01
2025-08-01,20250801,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1380,16216.00,827.93,15388.07,10801.57,4586.50,29.81,413,23,37.26
2025-08-01,20250801,24,SuperChampion Afula,Afula,Northern,Supermarket,2128,27582.80,1840.25,25742.55,18619.68,7122.87,27.67,580,31,44.38
2025-08-02,20250802,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,234,3077.60,154.46,2923.14,2022.53,900.61,30.81,71,27,41.17
2025-08-02,20250802,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,629,8741.10,495.50,8245.60,5636.04,2609.56,31.65,188,33,43.86
2025-08-02,20250802,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,1097,15166.10,998.05,14168.05,10267.42,3900.63,27.53,299,28,47.38
2025-08-02,20250802,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,535,6238.70,346.44,5892.26,4138.85,1753.41,29.76,176,28,33.48
2025-08-02,20250802,21,SuperChampion Eilat,Eilat,Southern,Supermarket,515,6048.70,401.17,5647.53,3990.41,1657.12,29.34,154,26,36.67
2025-08-02,20250802,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,546,6275.20,364.46,5910.74,4243.12,1667.62,28.21,163,26,36.26
2025-08-03,20250803,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,543,6734.10,462.03,6272.07,4403.21,1868.86,29.80,165,23,38.01
2025-08-03,20250803,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1124,12747.10,605.87,12141.23,8620.70,3520.53,29.00,300,24,40.47
2025-08-03,20250803,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2178,31660.50,1972.87,29687.63,20902.66,8784.97,29.59,562,24,52.82
2025-08-03,20250803,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1219,17243.90,1223.86,16020.04,11594.96,4425.08,27.62,367,28,43.65
2025-08-03,20250803,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1317,18204.00,1012.85,17191.15,12234.13,4957.02,28.83,407,30,42.24
2025-08-03,20250803,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1627,21216.10,1371.77,19844.33,13965.08,5879.25,29.63,445,32,44.59
2025-08-03,20250803,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2679,34674.00,2073.77,32600.23,22781.73,9818.50,30.12,605,24,53.88
2025-08-03,20250803,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1177,14320.70,810.89,13509.81,9429.64,4080.17,30.20,302,24,44.73
2025-08-03,20250803,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1381,16477.00,1017.94,15459.06,10919.40,4539.66,29.37,407,28,37.98
2025-08-03,20250803,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,1956,25003.20,1289.05,23714.15,16626.02,7088.13,29.89,508,22,46.68
2025-08-03,20250803,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1194,16652.20,1049.75,15602.45,10897.03,4705.42,30.16,318,25,49.06
2025-08-03,20250803,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1651,23061.60,1658.68,21402.92,15084.84,6318.08,29.52,481,29,44.50
2025-08-03,20250803,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,819,13225.70,716.41,12509.29,8574.04,3935.25,31.46,215,21,58.18
2025-08-03,20250803,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1000,12820.20,977.27,11842.93,8535.72,3307.21,27.93,254,22,46.63
2025-08-03,20250803,15,SuperChampion Raanana,Raanana,Central,Supermarket,1259,15149.00,989.91,14159.09,9742.77,4416.32,31.19,365,24,38.79
2025-08-03,20250803,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,3584,46785.30,3202.71,43582.59,31040.24,12542.35,28.78,966,31,45.12
2025-08-03,20250803,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,3152,39905.80,2418.79,37487.01,26197.04,11289.97,30.12,867,32,43.24
2025-08-03,20250803,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1449,16874.90,1144.66,15730.24,10963.85,4766.39,30.30,411,28,38.27
2025-08-03,20250803,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,3649,48478.40,2332.93,46145.47,32167.27,13978.20,30.29,1046,34,44.12
2025-08-03,20250803,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,3917,47117.50,2884.87,44232.63,30349.87,13882.76,31.39,1091,32,40.54
2025-08-03,20250803,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1427,15716.70,1018.57,14698.13,10470.06,4228.07,28.77,338,27,43.49
2025-08-03,20250803,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1243,16996.10,1212.68,15783.42,11186.34,4597.08,29.13,393,27,40.16
2025-08-03,20250803,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1182,16255.30,962.35,15292.95,10601.96,4690.99,30.67,375,25,40.78
2025-08-03,20250803,24,SuperChampion Afula,Afula,Northern,Supermarket,1548,20010.00,1221.84,18788.16,13393.85,5394.31,28.71,422,29,44.52
2025-08-04,20250804,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,373,5115.30,289.70,4825.60,3434.07,1391.53,28.84,101,20,47.78
2025-08-04,20250804,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,938,10748.50,697.85,10050.65,7338.15,2712.50,26.99,267,25,37.64
2025-08-04,20250804,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2970,40373.00,2514.07,37858.93,26592.44,11266.49,29.76,828,33,45.72
2025-08-04,20250804,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1307,19440.30,926.84,18513.46,12978.37,5535.09,29.90,372,32,49.77
2025-08-04,20250804,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1016,13254.40,684.54,12569.86,8836.65,3733.21,29.70,286,26,43.95
2025-08-04,20250804,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,898,11527.40,557.89,10969.51,7613.91,3355.60,30.59,234,22,46.88
2025-08-04,20250804,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2475,27427.50,1623.95,25803.55,18156.10,7647.45,29.64,712,26,36.24
2025-08-04,20250804,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,934,11823.80,788.84,11034.96,7674.10,3360.86,30.46,288,22,38.32
2025-08-04,20250804,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1187,17128.50,1215.91,15912.59,11468.35,4444.24,27.93,375,31,42.43
2025-08-04,20250804,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2652,35710.80,2151.11,33559.69,24565.82,8993.87,26.80,629,27,53.35
2025-08-04,20250804,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1082,12123.60,750.04,11373.56,7960.14,3413.42,30.01,363,26,31.33
2025-08-04,20250804,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1257,15736.10,876.74,14859.36,10574.42,4284.94,28.84,359,29,41.39
2025-08-04,20250804,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,713,10825.30,743.89,10081.41,7161.11,2920.30,28.97,216,21,46.67
2025-08-04,20250804,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1091,13456.30,752.46,12703.84,8809.82,3894.02,30.65,283,26,44.89
2025-08-04,20250804,15,SuperChampion Raanana,Raanana,Central,Supermarket,1197,15732.30,1047.74,14684.56,10345.59,4338.97,29.55,321,31,45.75
2025-08-04,20250804,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2686,38405.40,2784.18,35621.22,25199.60,10421.62,29.26,712,32,50.03
2025-08-04,20250804,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2513,31847.50,1669.05,30178.45,21339.35,8839.10,29.29,818,23,36.89
2025-08-04,20250804,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,894,10706.70,581.41,10125.29,7074.39,3050.90,30.13,263,24,38.50
2025-08-04,20250804,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2486,30385.60,1751.48,28634.12,20324.31,8309.81,29.02,749,23,38.23
2025-08-04,20250804,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2489,32627.90,2083.40,30544.50,20998.87,9545.63,31.25,717,25,42.60
2025-08-04,20250804,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1146,18019.60,1147.54,16872.06,11814.08,5057.98,29.98,349,31,48.34
2025-08-04,20250804,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,1158,11833.60,818.34,11015.26,7781.53,3233.73,29.36,287,29,38.38
2025-08-04,20250804,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1063,16378.70,1178.17,15200.53,10858.87,4341.66,28.56,284,28,53.52
2025-08-04,20250804,24,SuperChampion Afula,Afula,Northern,Supermarket,888,12010.00,480.39,11529.61,8053.30,3476.31,30.15,313,24,36.84
2025-08-05,20250805,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,471,4718.30,296.17,4422.13,3116.98,1305.15,29.51,138,23,32.04
2025-08-05,20250805,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,993,12521.90,701.24,11820.66,8261.28,3559.38,30.11,282,23,41.92
2025-08-05,20250805,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2220,29075.00,1480.38,27594.62,19390.64,8203.98,29.73,592,26,46.61
2025-08-05,20250805,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1510,21680.20,1173.21,20506.99,14259.46,6247.53,30.47,399,34,51.40
2025-08-05,20250805,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1189,15453.90,886.51,14567.39,10246.96,4320.43,29.66,343,28,42.47
2025-08-05,20250805,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1346,15244.60,992.50,14252.10,10105.97,4146.13,29.09,397,32,35.90
2025-08-05,20250805,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,2217,30045.20,1421.01,28624.19,19741.14,8883.05,31.03,571,25,50.13
2025-08-05,20250805,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,958,9543.80,544.19,8999.61,6532.62,2466.99,27.41,309,21,29.12
2025-08-05,20250805,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1402,17228.20,1008.76,16219.44,11519.09,4700.35,28.98,409,30,39.66
2025-08-05,20250805,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2729,33707.70,1966.22,31741.48,22538.57,9202.91,28.99,777,27,40.85
2025-08-05,20250805,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,819,12932.20,988.58,11943.62,8444.40,3499.22,29.30,224,24,53.32
2025-08-05,20250805,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1006,13572.20,709.75,12862.45,8680.72,4181.73,32.51,292,23,44.05
2025-08-05,20250805,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1159,16099.20,766.55,15332.65,10724.68,4607.97,30.05,337,28,45.50
2025-08-05,20250805,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,898,12943.20,739.30,12203.90,8696.98,3506.92,28.74,281,27,43.43
2025-08-05,20250805,15,SuperChampion Raanana,Raanana,Central,Supermarket,1208,16655.40,894.11,15761.29,11230.40,4530.89,28.75,378,32,41.70
2025-08-05,20250805,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2697,36034.10,2277.07,33757.03,23448.71,10308.32,30.54,785,32,43.00
2025-08-05,20250805,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2427,33286.30,2071.34,31214.96,21736.06,9478.90,30.37,637,27,49.00
2025-08-05,20250805,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1231,15928.10,991.54,14936.56,10497.38,4439.18,29.72,364,31,41.03
2025-08-05,20250805,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2654,32693.20,2022.48,30670.72,21227.00,9443.72,30.79,728,26,42.13
2025-08-05,20250805,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,1676,27008.60,1699.42,25309.18,17945.09,7364.09,29.10,522,19,48.49
2025-08-05,20250805,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1008,15271.00,934.63,14336.37,9845.47,4490.90,31.33,285,27,50.30
2025-08-05,20250805,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,903,11509.60,840.23,10669.37,7492.27,3177.10,29.78,252,21,42.34
2025-08-05,20250805,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,1226,15245.20,868.38,14376.82,10372.76,4004.06,27.85,309,26,46.53
2025-08-05,20250805,24,SuperChampion Afula,Afula,Northern,Supermarket,899,14239.40,867.84,13371.56,9255.53,4116.03,30.78,261,22,51.23
2025-08-06,20250806,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,440,5298.20,303.51,4994.69,3460.50,1534.19,30.72,134,21,37.27
2025-08-06,20250806,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,1130,12832.80,740.73,12092.07,8791.36,3300.71,27.30,369,23,32.77
2025-08-06,20250806,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2290,32815.60,1659.09,31156.51,21904.49,9252.02,29.70,693,24,44.96
2025-08-06,20250806,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,1039,13633.20,750.02,12883.18,9025.46,3857.72,29.94,281,30,45.85
2025-08-06,20250806,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1509,20142.30,1592.93,18549.37,13134.43,5414.94,29.19,401,34,46.26
2025-08-06,20250806,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,1132,14632.80,665.03,13967.77,9782.71,4185.06,29.96,338,28,41.32
2025-08-06,20250806,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,1906,26764.20,1727.13,25037.07,18276.97,6760.10,27.00,536,25,46.71
2025-08-06,20250806,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,885,10810.00,767.97,10042.03,7079.13,2962.90,29.50,248,21,40.49
2025-08-06,20250806,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1376,17127.00,1149.22,15977.78,11388.28,4589.50,28.72,401,24,39.84
2025-08-06,20250806,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2492,29354.30,1813.93,27540.37,19118.63,8421.74,30.58,698,24,39.46
2025-08-06,20250806,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,1024,13493.60,814.14,12679.46,9054.03,3625.43,28.59,329,24,38.54
2025-08-06,20250806,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1052,12391.40,634.94,11756.46,8131.26,3625.20,30.84,321,24,36.62
2025-08-06,20250806,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,979,12389.50,632.49,11757.01,8089.27,3667.74,31.20,281,27,41.84
2025-08-06,20250806,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,874,12686.80,843.84,11842.96,8428.57,3414.39,28.83,259,26,45.73
2025-08-06,20250806,15,SuperChampion Raanana,Raanana,Central,Supermarket,1142,15864.10,962.37,14901.73,10576.08,4325.65,29.03,314,28,47.46
2025-08-06,20250806,16,SuperChampion Petah Tikva,Petah Tikva,Central,Hypermarket,2664,34884.00,1803.66,33080.34,22960.77,10119.57,30.59,693,30,47.73
2025-08-06,20250806,17,SuperChampion Rishon LeZion,Rishon LeZion,Central,Hypermarket,2600,29613.70,1870.12,27743.58,19177.39,8566.19,30.88,782,27,35.48
2025-08-06,20250806,18,SuperChampion Rehovot,Rehovot,Central,Supermarket,1013,13471.60,720.14,12751.46,8887.61,3863.85,30.30,302,28,42.22
2025-08-06,20250806,19,SuperChampion Ashdod,Ashdod,Southern,Hypermarket,2267,36673.60,2310.07,34363.53,24557.20,9806.33,28.54,586,27,58.64
2025-08-06,20250806,20,SuperChampion Beer Sheva,Beer Sheva,Southern,Hypermarket,2691,36634.90,1996.40,34638.50,24516.62,10121.88,29.22,737,28,47.00
2025-08-06,20250806,21,SuperChampion Eilat,Eilat,Southern,Supermarket,1194,17540.80,1192.16,16348.64,11562.24,4786.40,29.28,318,29,51.41
2025-08-06,20250806,22,SuperChampion Nazareth,Nazareth,Northern,Supermarket,888,12488.30,687.83,11800.47,8298.06,3502.41,29.68,267,23,44.20
2025-08-06,20250806,23,SuperChampion Tiberias,Tiberias,Northern,Supermarket,852,12030.40,532.88,11497.52,7940.64,3556.88,30.94,287,22,40.06
2025-08-06,20250806,24,SuperChampion Afula,Afula,Northern,Supermarket,842,11603.00,651.85,10951.15,7626.09,3325.06,30.36,250,23,43.80
2025-08-07,20250807,1,SuperChampion Dizengoff,Tel Aviv,Tel Aviv,Express,488,6566.70,397.44,6169.26,4404.68,1764.58,28.60,147,26,41.97
2025-08-07,20250807,2,SuperChampion Ramat Aviv,Tel Aviv,Tel Aviv,Supermarket,993,12317.30,851.36,11465.94,8007.35,3458.59,30.16,264,23,43.43
2025-08-07,20250807,3,SuperChampion Ayalon,Ramat Gan,Tel Aviv,Hypermarket,2463,29199.90,1689.04,27510.86,19030.32,8480.54,30.83,692,23,39.76
2025-08-07,20250807,4,SuperChampion Givatayim,Givatayim,Tel Aviv,Supermarket,708,11710.80,683.87,11026.93,7739.02,3287.91,29.82,219,19,50.35
2025-08-07,20250807,5,SuperChampion Holon,Holon,Tel Aviv,Supermarket,1040,13899.20,828.23,13070.97,9056.23,4014.74,30.71,296,30,44.16
2025-08-07,20250807,6,SuperChampion Bat Yam,Bat Yam,Tel Aviv,Supermarket,896,11758.20,700.55,11057.65,7744.83,3312.82,29.96,246,24,44.95
2025-08-07,20250807,7,SuperChampion Malha,Jerusalem,Jerusalem,Hypermarket,3443,49841.20,3468.73,46372.47,32828.51,13543.96,29.21,920,34,50.40
2025-08-07,20250807,8,SuperChampion Talpiot,Jerusalem,Jerusalem,Supermarket,1134,15391.10,980.74,14410.36,10265.75,4144.61,28.76,344,31,41.89
2025-08-07,20250807,9,SuperChampion Givat Shaul,Jerusalem,Jerusalem,Supermarket,1048,16402.00,1002.40,15399.60,10688.31,4711.29,30.59,330,27,46.67
2025-08-07,20250807,10,SuperChampion Grand Canyon,Haifa,Haifa,Hypermarket,2463,29572.90,1806.58,27766.32,19459.02,8307.30,29.92,729,26,38.09
2025-08-07,20250807,11,SuperChampion Hadar,Haifa,Haifa,Supermarket,849,10979.00,622.00,10357.00,7340.77,3016.23,29.12,226,20,45.83
2025-08-07,20250807,12,SuperChampion Krayot,Kiryat Bialik,Haifa,Supermarket,1029,13780.70,715.43,13065.27,9222.69,3842.58,29.41,313,26,41.74
2025-08-07,20250807,13,SuperChampion Ir Yamim,Netanya,Central,Supermarket,1022,17605.60,1118.58,16487.02,11672.97,4814.05,29.20,314,30,52.51
2025-08-07,20250807,14,SuperChampion Kfar Saba,Kfar Saba,Central,Supermarket,1306,18897.00,1039.70,17857.30,12265.48,5591.82,31.31,374,31,47.75
2025-08-07,20250807,15,SuperChampion Raanana,Raanana,Central,Supermarket,1441,17869.30,1015.03,16854.27,12116.22,4738.05,28.11,396,30,42.56
